,Name,Age,B,T,Ht,Wt,DoB,Birthplace,minor_urls,major_urls,salary,draft_round,years_in_minors,minor_positions
122,Adam Belicic,21,R,L,"6' 1""",195,"Nov 17, 1978","Hershey, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=belici001ada,,0.0,33,2,ReliefPitcher
123,Scott Bikowski,23,L,L,"6' 0""",194,"Feb 12, 1977","Hartford, CT, US",https://www.baseball-reference.com/register/player.fcgi?id=bikows001sco,,0.0,17,7,Outfielder
124,Stan Bukowski,18,R,R,"6' 4""",220,"Sep 16, 1981","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=bukows001sta,,0.0,4,5,Pitcher
125,Bill Curtis,22,S,R,"6' 2""",195,"Nov 11, 1977","Hastings, MI, US",https://www.baseball-reference.com/register/player.fcgi?id=curtis001wil,,0.0,45,2,"Outfielder,ReliefPitcher"
126,Anthony Doudt,23,R,R,"6' 4""",204,"May 22, 1977","Huntington, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=doudt-001ant,,0.0,np.nan,3,"Catcher,FirstBaseman"
127,Francisco Duran,21,R,R,"5' 11""",160,"Jun 8, 1979","Jarabacoa, La Vega, DO",https://www.baseball-reference.com/register/player.fcgi?id=duran-001fra,,0.0,np.nan,3,"SecondBaseman,Shortstop,ThirdBaseman"
128,Palmer Ebanks,23,R,R,"6' 1""",170,"Jan 14, 1977","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=ebanks001vic,,0.0,26,2,ReliefPitcher
129,Aaron Franke,20,R,R,"6' 3""",220,"Aug 13, 1979","Oregon, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=franke001aar,,0.0,8,2,StartingPitcher
130,Alej Gomez,21,S,R,"6' 1""",185,"Nov 30, 1978","Barahona, Barahona, DO",https://www.baseball-reference.com/register/player.fcgi?id=gomez-001oda,,0.0,np.nan,2,ReliefPitcher
131,Chip Gosewisch,23,R,R,"5' 9""",185,"Feb 28, 1977","Freeport, OK, US",https://www.baseball-reference.com/register/player.fcgi?id=gosewi001ian,,0.0,30,2,"Catcher,SecondBaseman,Leftfielder"
132,Tom Gregorio,23,R,R,"6' 2""",200,"May 5, 1977","Brooklyn, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=gregor001tho,https://www.baseball-reference.com/players/g/gregoto01.shtml,0.0,27,8,"Catcher,Leftfielder"
133,Jarret Gruban,21,R,R,"6' 4""",185,"Oct 14, 1978","Burnaby, BC, CA",https://www.baseball-reference.com/register/player.fcgi?id=gruban001jar,,0.0,np.nan,2,Pitcher
134,J.T. Harris,24,R,R,"5' 11""",165,"Jun 29, 1976","Columbus, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=harris004joh,,0.0,np.nan,3,ReliefPitcher
135,Julian Harris,22,L,L,"6' 3""",175,"Sep 26, 1977","Columbus, OH, US",https://www.baseball-reference.com/register/player.fcgi?id=harris001jul,,0.0,40,4,Pitcher
136,Chris Hills,22,R,R,"6' 0""",180,"Aug 31, 1977","Lynwood, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=hills-001chr,,0.0,32,2,Centerfielder
137,Casey Kelley,23,L,R,"6' 2""",220,"Nov 4, 1976","Ellensburg, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=kelley001cas,,0.0,18,3,FirstBaseman
138,Vince LaCorte,21,R,R,"6' 3""",203,"Sep 10, 1978","Richmond, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=lacort001vin,,0.0,5,4,Pitcher
139,Dell Lindsey,22,R,R,"6' 1""",190,"Mar 8, 1978","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=lindse001cor,,0.0,33,3,"ThirdBaseman,FirstBaseman"
140,Renan Martinez,20,L,L,"5' 10""",175,"Apr 22, 1980","Ciudad Obregon, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=martin001ren,,0.0,np.nan,2,ReliefPitcher
141,Kevin McClain,22,R,R,"6' 4""",180,"Feb 22, 1978","Winter Park, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=mcclai001kev,,0.0,9,5,ReliefPitcher
142,Greg Moore,21,R,R,"6' 6""",210,"May 23, 1979","Derry, NH, US",https://www.baseball-reference.com/register/player.fcgi?id=moore-002gre,,0.0,28,4,ReliefPitcher
143,Mike O'Keefe,22,L,L,"5' 10""",200,"Jun 28, 1978","New Haven, CT, US",https://www.baseball-reference.com/register/player.fcgi?id=okeefe001mic,,0.0,12,7,"Leftfielder,FirstBaseman"
144,Pete Orgill,23,L,R,"6' 3""",200,"Mar 16, 1977","Yakima, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=orgill001pet,,0.0,36,2,"FirstBaseman,Catcher"
145,Miguel Ortiz,21,R,R,"6' 1""",175,"Feb 19, 1979","Maracay, Aragua, VE",https://www.baseball-reference.com/register/player.fcgi?id=ortiz-002mig,,0.0,np.nan,3,"SecondBaseman,ThirdBaseman,FirstBaseman"
146,Jon Palmieri,23,R,R,"6' 1""",205,"Jun 19, 1977","Elizabeth, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=palmie001jon,,0.0,14,2,FirstBaseman
147,Brian Seever,23,R,R,"6' 0""",196,"Aug 18, 1976","Fairfield, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=seever001bri,,0.0,45,3,Outfielder
148,Josh Shaffer,20,L,R,"6' 1""",165,"Jun 26, 1980","Santa Ana, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=shaffe001jos,,0.0,26,7,"Shortstop,ThirdBaseman,SecondBaseman"
149,Jason Stockstill,23,L,L,"6' 4""",210,"Nov 13, 1976","Bellflower, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=stocks001jas,,0.0,9,5,StartingPitcher
150,Heath Timmerman,22,R,R,"6' 2""",185,"Aug 29, 1977","Tulsa, OK, US",https://www.baseball-reference.com/register/player.fcgi?id=timmer001hea,,0.0,3,3,StartingPitcher
151,Ed Welch,20,L,R,"6' 0""",190,"Feb 22, 1980","Vancouver, BC, CA",https://www.baseball-reference.com/register/player.fcgi?id=welch-002edw,,0.0,12,4,Centerfielder
152,Greg White,24,R,R,"6' 5""",220,"Feb 17, 1976","Chambersburg, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=white-001gre,,0.0,36,2,"FirstBaseman,Outfielder,ThirdBaseman"
153,Tony Cappola,21,L,R,"5' 10""",176,"Jul 7, 1978","Quincy, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=cappol001ant,,0.0,np.nan,1,"ThirdBaseman,SecondBaseman"
154,Jason Coulie,22,R,R,"6' 2""",200,"Apr 13, 1978","Manchester, NH, US",https://www.baseball-reference.com/register/player.fcgi?id=coulie001jas,,0.0,9,4,Outfielder
155,Brad Downing,24,L,R,"6' 0""",200,"May 10, 1976","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=downin001bra,,0.0,39,4,Outfielder
156,Ryan Duncheon,22,L,R,"6' 1""",220,"Dec 16, 1977","Springfield, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=dunche001rya,,0.0,np.nan,1,"FirstBaseman,Catcher"
157,Alcides Duverge,20,R,R,"6' 2""",202,"Oct 5, 1979","Queens, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=duverg001alc,,0.0,23,2,"Catcher,ReliefPitcher,Leftfielder"
158,Cameron Flading,21,L,R,"6' 2""",190,"Aug 25, 1978","Fullerton, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=fladin001cam,,0.0,np.nan,3,"ReliefPitcher,Rightfielder"
159,Travis Gilmore,21,R,L,"6' 7""",225,"Feb 14, 1979","Farmington, ME, US",https://www.baseball-reference.com/register/player.fcgi?id=gilmor001tra,,0.0,np.nan,1,ReliefPitcher
160,Brandon Jackson,23,R,L,"6' 4""",195,"Jan 1, 1977","Monroe, LA, US",https://www.baseball-reference.com/register/player.fcgi?id=jackso002bra,,0.0,16,2,Centerfielder
161,Kevin Kay,22,L,R,"5' 11""",190,"Apr 24, 1978","Riverdale, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=kay---001kev,,0.0,29,2,"Catcher,Outfielder,ThirdBaseman"
162,Gilbert Landestoy,23,R,R,"6' 4""",200,"Mar 31, 1977","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=landes001gil,,0.0,37,2,ReliefPitcher
163,Tymber Lee,22,R,R,"6' 2""",185,"Sep 8, 1977","Wichita, KS, US",https://www.baseball-reference.com/register/player.fcgi?id=lee---001tym,,0.0,35,1,Pitcher
164,Tony Milo,22,L,L,"6' 5""",220,"May 5, 1978","Tucson, AZ, US",https://www.baseball-reference.com/register/player.fcgi?id=milo--001ant,,0.0,7,3,ReliefPitcher
165,J.R. Mounts,21,R,R,"6' 0""",190,"Nov 13, 1978","Key West, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=mounts001alf,,0.0,3,5,Outfielder
166,Tommy Murphy,20,S,R,"6' 0""",185,"Aug 27, 1979","Suffern, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=murphy004tho,https://www.baseball-reference.com/players/m/murphto03.shtml,500607.8478574868,3,10,"Outfielder,Shortstop"
167,Brandon O'Neal,21,S,R,"6' 1""",210,"Oct 17, 1978","Joliet, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=oneal-001bra,,0.0,6,4,"Pitcher,Shortstop,FirstBaseman"
168,Adam Pace,20,L,L,"6' 1""",190,"Sep 20, 1979","Brooklyn, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=pace--001ada,,0.0,8,3,Pitcher
169,Joel Peralta,24,R,R,"5' 10""",210,"Mar 23, 1976","Bonao, Monsenor Nouel, DO",https://www.baseball-reference.com/register/player.fcgi?id=peralt001joe,https://www.baseball-reference.com/players/p/peraljo01.shtml,15420663.512610473,np.nan,13,ReliefPitcher
170,Johnny Raburn,21,S,R,"6' 0""",165,"Feb 16, 1979","Tampa, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=raburn001joh,,0.0,16,11,"SecondBaseman,Shortstop,Outfielder"
171,Brett Riley,22,R,R,"6' 1""",218,"Jan 30, 1978","Fontana, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=riley-001bre,,0.0,np.nan,1,Catcher
172,Brandon Rogers,22,R,R,"6' 0""",200,"Mar 1, 1978","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=rogers002bra,,0.0,19,4,Catcher
173,Zack Roper,22,R,R,"6' 2""",200,"Sep 26, 1977","Clearwater, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=roper-001zac,,0.0,27,5,"ThirdBaseman,FirstBaseman,Outfielder"
174,Scott Schneider,22,R,R,"6' 4""",210,"May 4, 1978","Commerce, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=schnei001sco,,0.0,12,5,ReliefPitcher
175,Tony Socarras,21,L,R,"6' 0""",200,"Nov 8, 1978","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=socarr001ant,,0.0,18,5,Catcher
176,Billy Stokley,23,L,R,"6' 4""",200,"May 13, 1977","Pasadena, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=stokle001wil,,0.0,np.nan,4,ReliefPitcher
177,Garry Templeton,21,R,R,"5' 9""",175,"Aug 24, 1978","St. Louis, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=temple002gar,,0.0,49,2,"Centerfielder,SecondBaseman,Shortstop"
178,Adam Thomas,21,R,R,"6' 4""",190,"May 22, 1979","Virginia Beach, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=thomas001ada,,0.0,47,5,ReliefPitcher
179,Joe Torres,17,L,L,"6' 2""",195,"Sep 3, 1982","Bronx, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=torres010jos,,0.0,1,12,ReliefPitcher
180,Jeff Wagner,23,R,R,"6' 3""",230,"Jan 5, 1977","Louisville, KY, US",https://www.baseball-reference.com/register/player.fcgi?id=wagner003jef,,0.0,21,3,FirstBaseman
181,Jeremy Ward,22,L,L,"6' 4""",215,"Aug 3, 1977","Newport, RI, US",https://www.baseball-reference.com/register/player.fcgi?id=ward--001jer,,0.0,22,1,Pitcher
182,J.R. Warner,21,L,L,"6' 2""",195,"Jun 21, 1979","St. Louis, MO, US",https://www.baseball-reference.com/register/player.fcgi?id=warner004jam,,0.0,26,2,"Leftfielder,FirstBaseman"
183,Alan Wawrzyniak,22,R,R,"6' 3""",200,"Sep 14, 1977","Reading, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=wawrzy001ala,,0.0,7,3,Pitcher
184,Ryan Withey,22,R,R,"6' 2""",195,"Jul 4, 1977","Brockton, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=withey001rya,,0.0,24,2,Outfielder
185,Dave Wolensky,20,R,R,"6' 0""",190,"Jan 15, 1980","Fairfax, VA, US",https://www.baseball-reference.com/register/player.fcgi?id=wolens001dav,,0.0,42,4,ReliefPitcher
186,Shayne Wright,19,R,R,"6' 5""",195,"Aug 21, 1980","Auburn, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=wright002sha,,0.0,18,2,Pitcher
187,Jared Abruzzo,18,S,R,"6' 3""",215,"Nov 15, 1981","San Diego, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=abruzz001jar,,0.0,2,6,"Catcher,FirstBaseman"
188,Joe Baldassano,20,R,R,"5' 11""",170,"Nov 15, 1979","Chicago, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=baldas001jos,,0.0,34,3,ReliefPitcher
189,Almonzo Banks,19,R,R,"6' 1""",190,"May 28, 1981","Washington, DC, US",https://www.baseball-reference.com/register/player.fcgi?id=banks-001alm,,0.0,np.nan,2,"Centerfielder,ReliefPitcher"
190,Lorenzo Buelna,20,R,R,"5' 11""",175,"Jan 24, 1980","Ciudad Obregon, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=buelna001lor,,0.0,np.nan,1,Outfielder
191,Mike Campo,23,L,R,"5' 10""",185,"Nov 14, 1976","Atlantic City, NJ, US",https://www.baseball-reference.com/register/player.fcgi?id=campo-001mic,,0.0,np.nan,5,Leftfielder
192,Brett Cimorelli,18,R,R,"6' 4""",220,"Feb 22, 1982","Tampa, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=cimore001bre,,0.0,20,4,ReliefPitcher
193,Albino Contreras,20,R,R,"5' 10""",205,"Apr 30, 1980","Ciudad Obregon, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=contre003jos,,0.0,np.nan,1,Outfielder
194,Sergio Contreras,20,L,L,"5' 10""",205,"Apr 30, 1980","Ciudad Obregon, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=contre001ser,,0.0,np.nan,4,"Outfielder,FirstBaseman"
195,Leonardo D'Amico,18,R,R,"6' 2""",170,"Dec 14, 1981","Mariara, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=damico001leo,,0.0,np.nan,4,ReliefPitcher
196,James Davis,21,R,R,"5' 11""",175,"Aug 18, 1978","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=davis-015jam,,0.0,np.nan,1,"SecondBaseman,Shortstop"
197,Jake Epstein,22,R,R,"6' 5""",230,"Aug 7, 1977","San Jose, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=epstei001jas,,0.0,34,1,"FirstBaseman,ThirdBaseman"
198,Rich Fischer,19,R,R,"6' 3""",180,"Oct 21, 1980","Fontana, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=fische002ric,,0.0,21,5,StartingPitcher
199,Josh Gray,19,R,R,"6' 3""",210,"Feb 22, 1981","Santa Maria, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=gray--002jos,,0.0,13,3,FirstBaseman
200,Kevin Jenkins,18,L,L,"6' 0""",200,"Apr 6, 1982","Miami, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=jenkin002kev,,0.0,14,4,"Leftfielder,FirstBaseman"
201,Bobby Jenks,19,R,R,"6' 4""",275,"Mar 14, 1981","Mission Hills, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=jenks-001rob,https://www.baseball-reference.com/players/j/jenksbo01.shtml,32422055.85300338,5,8,ReliefPitcher
202,Jim Little,22,R,R,"6' 0""",180,"Sep 16, 1977","Seattle, WA, US",https://www.baseball-reference.com/register/player.fcgi?id=little002jam,,0.0,np.nan,1,Outfielder
203,Mike Napoli,18,R,R,"6' 1""",225,"Oct 31, 1981","Hollywood, FL, US",https://www.baseball-reference.com/register/player.fcgi?id=napoli002mic,https://www.baseball-reference.com/players/n/napolmi01.shtml,95343028.72743766,17,11,"FirstBaseman,Catcher,Leftfielder"
204,Edgar Padilla,18,R,R,"6' 3""",205,"Aug 11, 1981","San Joaquin, Carabobo, VE",https://www.baseball-reference.com/register/player.fcgi?id=padill001edg,,0.0,np.nan,1,ReliefPitcher
205,Maximo Pichardo,21,R,R,"6' 0""",150,"Jun 27, 1979","Santo Domingo, Distrito Nacional, DO",https://www.baseball-reference.com/register/player.fcgi?id=pichar001max,,0.0,np.nan,4,"SecondBaseman,ThirdBaseman,Shortstop"
206,Roberto Reynoso,18,R,R,"6' 2""",195,"Dec 16, 1981","Puerto Plata, Puerto Plata, DO",https://www.baseball-reference.com/register/player.fcgi?id=reynos001rob,,0.0,np.nan,2,Pitcher
207,Ramon Rivera,20,L,L,"6' 3""",220,"Apr 10, 1980","San Juan, PR",https://www.baseball-reference.com/register/player.fcgi?id=rivera001ram,,0.0,np.nan,1,ReliefPitcher
208,Jeff Stockton,22,R,R,"6' 1""",185,"Jun 6, 1978","Houston, TX, US",https://www.baseball-reference.com/register/player.fcgi?id=stockt001jef,,0.0,31,2,"Shortstop,SecondBaseman,ThirdBaseman"
209,Tom Thulin,21,R,R,"6' 2""",190,"Dec 1, 1978","New York, NY, US",https://www.baseball-reference.com/register/player.fcgi?id=thulin001tho,,0.0,np.nan,1,Outfielder
210,Ramon Valdez,19,R,R,"5' 9""",176,"May 27, 1981","Guasave, Sinaloa, MX",https://www.baseball-reference.com/register/player.fcgi?id=valdez001ram,,0.0,np.nan,2,"Centerfielder,Shortstop"
211,Christian Valenzuela,19,R,R,"5' 11""",180,"Mar 3, 1981","Navojoa, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=valenz001chr,,0.0,np.nan,1,"ThirdBaseman,SecondBaseman,ReliefPitcher"
212,Jesus Vega,18,R,R,"5' 11""",187,"Apr 10, 1982","Navojoa, Sonora, MX",https://www.baseball-reference.com/register/player.fcgi?id=vega--001jes,,0.0,np.nan,2,"Catcher,Rightfielder"
213,Kellen Wallace,19,L,R,"6' 4""",200,"Nov 20, 1980","Baltimore, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=wallac001kel,,0.0,np.nan,2,Rightfielder
214,Josh Warren,21,R,R,"6' 5""",220,"Feb 4, 1979","Stirling, IL, US",https://www.baseball-reference.com/register/player.fcgi?id=warren001jos,,0.0,43,2,ReliefPitcher
215,Jacob Wilson,22,L,R,"6' 2""",200,"Sep 24, 1977","Vista, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=wilson005jac,,0.0,np.nan,1,"ThirdBaseman,ReliefPitcher,Shortstop"
216,Jeff Andrews,25,R,R,"6' 3""",190,"Sep 1, 1974","Newton, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=andrew003jef,,0.0,np.nan,5,Pitcher
217,Rod Barajas,24,R,R,"6' 2""",250,"Sep 5, 1975","Ontario, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=baraja001rod,https://www.baseball-reference.com/players/b/barajro01.shtml,25270089.273676544,np.nan,11,Catcher
218,Esteban Beltre,32,R,R,"5' 10""",155,"Dec 26, 1967","Quisqueya, San Pedro de Macoris, DO",https://www.baseball-reference.com/register/player.fcgi?id=beltre001est,https://www.baseball-reference.com/players/b/beltres01.shtml,-851229.5618855209,np.nan,14,"Shortstop,ThirdBaseman"
219,Nick Bierbrodt,22,L,L,"6' 5""",215,"May 16, 1978","Tarzana, CA, US",https://www.baseball-reference.com/register/player.fcgi?id=bierbr001nic,https://www.baseball-reference.com/players/b/bierbni01.shtml,749086.4535870894,1,11,Pitcher
220,Troy Brohawn,27,L,L,"6' 1""",190,"Jan 14, 1973","Cambridge, MD, US",https://www.baseball-reference.com/register/player.fcgi?id=brohaw001mic,https://www.baseball-reference.com/players/b/brohatr01.shtml,-325809.029165002,4,11,ReliefPitcher
221,Vick Brown,27,R,R,"6' 1""",170,"Aug 14, 1972","Donaldsonville, GA, US",https://www.baseball-reference.com/register/player.fcgi?id=brown-001vic,,0.0,37,8,"SecondBaseman,Shortstop"
222,Alex Cabrera,28,R,R,"6' 2""",217,"Dec 24, 1971","Caripito, Monagas, VE",https://www.baseball-reference.com/register/player.fcgi?id=cabrer001ale,https://www.baseball-reference.com/players/c/cabreal02.shtml,0.0,np.nan,6,"FirstBaseman,Outfielder"
223,Dan Carlson,30,R,R,"6' 1""",185,"Jan 26, 1970","Portland, OR, US",https://www.baseball-reference.com/register/player.fcgi?id=carlso001dan,https://www.baseball-reference.com/players/c/carlsda01.shtml,-544944.7967390488,33,12,Pitcher
224,Jhonny Carvajal,26,R,R,"5' 10""",180,"Jul 24, 1973","Barcelona, Anzoategui, VE",https://www.baseball-reference.com/register/player.fcgi?id=carvaj001jho,,0.0,np.nan,11,"Shortstop,SecondBaseman,ThirdBaseman"
225,Jason Conti,25,L,R,"5' 11""",180,"Jan 27, 1975","Pittsburgh, PA, US",https://www.baseball-reference.com/register/player.fcgi?id=conti-001sta,https://www.baseball-reference.com/players/c/contija01.shtml,751866.6956280766,32,10,Outfielder
226,Jim Corsi,38,R,R,"6' 1""",210,"Sep 9, 1961","Newton, MA, US",https://www.baseball-reference.com/register/player.fcgi?id=corsi-001jam,https://www.baseball-reference.com/players/c/corsiji01.shtml,-5398566.351922326,25,18,ReliefPitcher
227,Craig Counsell,29,L,R,"6' 0""",180,"Aug 21, 1970","South Bend, IN, US",https://www.baseball-reference.com/register/player.fcgi?id=counse001cra,https://www.baseball-reference.com/players/c/counscr01.shtml,-960710.5103857352,11,9,"Shortstop,SecondBaseman,ThirdBaseman"
